Namr,Address1,Address2,Address3,Authority,Postcode,UPRN
Cleckheaton Library,Whitcliffe Road,Cleckheaton,West Yorkshire,Kirklees,BD19 3DX,
Denby Dale Library,364 Wakefield Road,Huddersfield,West Yorkshire,Kirklees,HD8 8RX,
Dewsbury Library,"Dewsbury Retail Park, Railway Street",Dewsbury,West Yorkshire,Kirklees,WF12 8EQ,
Golcar Library,12 - 14 Town End,Huddersfield,West Yorkshire,Kirklees,HD7 4QD,
Heckmondwike Library,Walkley Lane,Heckmondwike,West Yorkshire,Kirklees,WF16 0LY,
Holmfirth Library,47 Huddersfield Road,Holmfirth,West Yorkshire,Kirklees,HD9 3JH,
Honley Library,West Avenue,Holmfirth,West Yorkshire,Kirklees,HD9 6HF,
Huddersfield Library,Princess Alexandra Walk,Huddersfield,West Yorkshire,Kirklees,HD1 2SU,
Kirkburton Library,Turnshaws Road,Huddersfield,West Yorkshire,Kirklees,HD8 0RT,
Kirkheaton Library,Fields Rise,Huddersfield,West Yorkshire,Kirklees,HD5 0LZ,
Lindley Library,Lidget Street,Huddersfield,West Yorkshire,Kirklees,HD3 3JP,
Marsden Library,"Marsden Mechanics Hall, Peel Street",Huddersfield,West Yorkshire,Kirklees,HD7 6BW,
Meltham Library,"Meltham Carlisle Institute, Huddersfield Road",Holmfirth,West Yorkshire,Kirklees,HD9 4AE,
Mirfield Library,"Easthorpe Lodge, Huddersfield Road",Mirfield,West Yorkshire,Kirklees,WF14 8AN,
Rawthorpe & Dalton Library,"23 - 25 Ridgeway, Dlaton Grange,",Huddersfield,West Yorkshire,Kirklees,HD5 9QJ,
Shepley Library,8 Marsh Lane,Huddersfield,West Yorkshire,Kirklees,HD8 8AE,
Skelmanthorpe Library,"24, Commercial Road, Skelmanthorpe,",Huddersfield,West Yorkshire,Kirklees,HD8 9DA,
Slaithwaite Library,"Slaithwaite Town Hall, Cross Street",Huddersfield,West Yorkshire,Kirklees,HD7 5AF,
The Greenwood Centre,"Huddersfield Road, Ravensthorpe,",Dewsbury,West Yorkshire,Kirklees,WF13 3JR,
Waterloo,"Oasis Centre, 1 Kennington Road",London,,Lambeth,SE1 7QP,100023225318
Durning,167 Kennington Lane,London,,Lambeth,SE11 4HF,100023229223
Upper Norwood,39 Westow Hill,London,,Lambeth,SE19 1TJ,100023246690
Carnegie Library (Herne Hill),192 Herne Hill,London,,Lambeth,SE24 0AG,200000466323
West Norwood,1-5 Norwood High Street,London,,Lambeth,SE27 9JX,10000446790
Minet,"52, Knatchbull Road",London,,Lambeth,SE5 9QY,100021859495
Streatham,"63, Streatham High Road",London,,Lambeth,SW16 1PN,100023315960
Brixton,Brixton Oval,London,,Lambeth,SW2 1JQ,200000455963
Clapham,"Mary Seacole Centre, 91 Clapham High Street",London,,Lambeth,SW4 7DB,10090197569
Tate South Lambeth,180 South Lambeth Road,London,,Lambeth,SW8 1QP,100023383422
Accrington,St James Street,Accrington,Lancashire ,Lancashire,BB5 1NQ,100012839343
Adlington,Railway Road,Adlington   ,Lancashire ,Lancashire,PR6 9RG,10070375937
Ansdell,59 Commonside,Lytham  ,Lancashire ,Lancashire,FY8 4DJ,100012620337
Bacup,St. James's Square,Bacup,Lancashire ,Lancashire,OL13 9AH,10014329875
Bamber Bridge,Station Road,Preston  ,Lancashire ,Lancashire,PR5 6LA,10033056856
Barnoldswick,Fern Lea Avenue,Barnoldswick ,Lancashire ,Lancashire,BB18 5DW,100012839965
Barrowford,Ann Street,Barrowford,Lancashire ,Lancashire,BB9 8QH,100012550554
Bolton-le-Sands,Main Road,Carnforth ,Lancashire ,Lancashire,LA5 8DN,100012841895
Brierfield,Colne Road,Brierfield,Lancashire ,Lancashire,BB9 5HW,10090961910
Burnley,Grimshaw Street,Burnley  ,Lancashire ,Lancashire,BB11 2BD,100012536898
Burnley Campus,Barden Lane,Burnley     ,Lancashire ,Lancashire,BB10 1JD,10023759065
Burscough,Mill Lane,Burscough,Lancashire ,Lancashire,L40 5TJ,100012657333
Carnforth,Lancaster Road,Carnforth  ,Lancashire ,Lancashire,LA5 9DZ,100012627782
Chatburn,Sawley Road,Chatburn,Lancashire ,Lancashire,BB7 4AS,100012840604
Chorley,Union Street,Chorley,Lancashire ,Lancashire,PR7 1EB,100012759563
Clayton Green,"Clayton Green Business Park, Library Road ",Chorley,Lancashire ,Lancashire,PR6 7EN,200004063945
Cleveleys,Rossall Road,Cleveleys   ,Lancashire ,Lancashire,FY5 1EE,100012615050
Clitheroe,Church Street,Clitheroe    ,Lancashire ,Lancashire,BB7 2DG,10022972104
Coal Clough,Coal Clough Lane,Burnley      ,Lancashire ,Lancashire,BB11 4NW,100012537588
Colne,Market Street,Colne,Lancashire ,Lancashire,BB8 0AP,100012548579
Coppull,Spendmore Lane,Chorley,Lancashire ,Lancashire,PR7 5DF,200004063650
Earby,"Coronation Hall, Cemetery Road",Earby,Lancashire ,Lancashire,BB18 6QX,200002827023
Eccleston,The Green,Eccleston,Lancashire ,Lancashire,PR7 5TE,100012760518
Euxton,St. Mary's Gate,Euxton,Lancashire ,Lancashire,PR7 6AH,100012760770
Fleetwood,North Albert Street,Fleetwood ,Lancashire ,Lancashire,FY7 6AJ,100012617981
Freckleton,Preston Old Road ,Preston,Lancashire ,Lancashire,PR4 1PB,100012834605
Fulwood,294 Garstang Road,Fulwood,Lancashire ,Lancashire,PR2 9RX,100012750621
Garstang,Windsor Road,Garstang  ,Lancashire ,Lancashire,PR3 1ED,10003512066
Great Harwood,Queen Street,Blackburn   ,Lancashire ,Lancashire,BB6 7AL,100012839641
Halton,Penny Stone Road,Lancaster ,Lancashire ,Lancashire,LA2 6QE,200001497963
Haslingden,Deardengate,Haslingden,Lancashire ,Lancashire,BB4 5QJ,100012542914
Heysham,396-398 Heysham Road,Morecame      ,Lancashire ,Lancashire,LA3 2BJ,10024268342
Ingol,"Ventnor Place, Off Tag Lane",Ingol,Lancashire ,Lancashire,PR2 3YX,100012749625
Kingsfold,Hawksbury Drive,Penwortham,Lancashire ,Lancashire,PR1 9EJ,10033057442
Kirkham,Station Road,Preston       ,Lancashire ,Lancashire,PR4 2HD,100012754285
Knott End,26 Lancaster Road,Poulton-le-Fylde    ,Lancashire ,Lancashire,FY6 0AU,10003522777
Lancaster,Market Square ,Lancaster   ,Lancashire ,Lancashire,LA1 1HY,100012621083
Leyland,Lancastergate,Leyland,Lancashire ,Lancashire,PR25 2EX,10033042701
Longridge,Berry Lane,Preston,Lancashire ,Lancashire,PR3 3JA,100012752645
Longton,Liverpool Road,Preston,Lancashire ,Lancashire,PR4 5HA,10033044648
Lostock Hall,Watkin Lane,Preston,Lancashire ,Lancashire,PR5 5TU,10033057024
Lytham,27 Clifton Street,St Annes,Lancashire ,Lancashire,FY8 5EP,10023481053
Mellor,St. Mary's Garden,Blackburn,Lancashire ,Lancashire,BB2 7JW,100012840858
Morecambe,Central Drive,Morecambe,Lancashire ,Lancashire,LA4 5DL,100012842648
Nelson,Market Square,Nelson,Lancashire ,Lancashire,BB9 7PU,100012840288
Ormskirk,Burscough Street,Ormskirk,Lancashire ,Lancashire,L39 2EN,100012653522
Oswaldtwistle,Union Road,Oswaldtwistle ,Lancashire ,Lancashire,BB5 3HS,200002827412
Padiham,"Town Hall, Burnley Road",Padiham,Lancashire ,Lancashire,BB12 8PS,100012828117
Parbold,The Common,Parbold,Lancashire ,Lancashire,WN8 7EA,10012344592
Pike Hill,Langwyth Road,Burnley,Lancashire ,Lancashire,BB10 3JX,100012536399
Poulton,Blackpool Old Road,Poulton-le- Fylde,Lancashire ,Lancashire,FY6 7DH,100012616773
Preston Harris,Market Square,Preston       ,Lancashire ,Lancashire,PR1 2PP,100010577675
Rawtenstall,Queens Square,Rawtenstall,Lancashire ,Lancashire,BB4 6QU,100012543256
Ribbleton,Ribbleton Hall Drive,Preston,Lancashire ,Lancashire,PR2 6EE,10002220720
Rishton,High Street,Blackburn    ,Lancashire ,Lancashire,BB1 4LA,100012534112
Savick,6 Birkdale Drive,Preston,Lancashire ,Lancashire,PR2 1UH,10013865045
Sharoe Green,8 Sharoe Green Lane,Preston,Lancashire ,Lancashire,PR2 8ED,10007611556
Silverdale,25 Emesgate Lane,Carnforth,Lancashire ,Lancashire,LA5 0RA,10024270581
Skelmersdale,Southway,Skelmersdale,Lancashire ,Lancashire,WN8 6DL,100012820613
St. Annes,Clifton Drive South,St. Annes,Lancashire ,Lancashire,FY8 1NR,100012618433
Tarleton,Mark Square,Preston,Lancashire ,Lancashire,PR4 6TU,100012846473
Thornton,Victoria Road East,Cleveleys,Lancashire ,Lancashire,FY5 3SZ,100012615449
Whalley,Abbey Road,Blackburn,Lancashire ,Lancashire,BB7 9RS,100012840952
Whitworth,Lloyd Street,Rochdale,Lancashire ,Lancashire,OL12 8AA,100012732091
Ardsley & Tingley Library,213a Bradford Road,Tingley,West Yorkshire,Leeds,WF3 2DL,72525786
Armley Library,2 Stock's Hill,Armley,West Yorkshire,Leeds,LS12 1UQ,72200214
Beeston Library,"Units 5 & 6 Beeston District Centre,Town Street",Beeston,West Yorkshire,Leeds,LS11 8PN,72217675
Boston Spa Library,High Street,Boston Spa,West Yorkshire,Leeds,LS23 6BH,72331192
Bramley Library,Hough lane,Bramley,West Yorkshire,Leeds,LS13 3ND,72102520
Calverley Library,Thornhill Street,Calverley,West Yorkshire,Leeds,LS28 5PD,72557349
Chapel Allerton Library,106 Harrogate Road,Chapel Allerton,West Yorkshire,Leeds,LS7 4LZ,72564851
Chapeltown Library,"The Reginald Centre, 263 Chapeltown Road",Leeds,West Yorkshire,Leeds,LS7 3EX,72786431
Compton Road Library,"The Compton Centre, Harehills Lane",Leeds,West Yorkshire,Leeds,LS9 7BG,72786432
Crossgates Library,"Farm Road, Crossgates",Leeds,West Yorkshire,Leeds,LS15 7LB,72067389
Dewsbury Road Library,190 Dewsbury Road,Leeds,West Yorkshire,Leeds,LS11 6PF,72525585
Farsley Library,Old Road,Farsley,West Yorkshire,Leeds,LS28 5DH,72275249
Garforth Library,Lidgett Lane ,Garforth,West Yorkshire,Leeds,,72555707
Gildersome Library,"Meeting Hall, Town Street",Gildersome,West Yorkshire,Leeds,LS27 7AB,72356280
Guiseley Library,"Aireborough Leisure Centre, The Green",Guiseley,West Yorkshire,Leeds,,72786433
Halton Library,273 Selby Road,Halton,West Yorkshire,Leeds,LS15 7JR,72182021
Headingley Library,North Lane,Leeds,West Yorkshire,Leeds,LS6 3HG,72143963
Holt Park Library,"Ralph Thoresby High School, Holtdale Approach",Leeds,West Yorkshire,Leeds,LS16 7RX,72673525
Horsforth Library,Town Street,Horsforth,West Yorkshire,Leeds,LS18 5BL,72313176
Hunslet Library,Waterloo Road,Hunslet,West Yorkshire,Leeds,LS10 2NS,72224138
Kippax Library,Westfield Lane,Kippax,West Yorkshire,Leeds,LS25 7LY,72323998
Leeds Central Library,"Municipal Buildings, Calverley Street",Leeds,West Yorkshire,Leeds,LS1 3AB,72035228
Middleton Library / St George's Centre,"St. George's Centre, St. George's Road",Middleton,West Yorkshire,Leeds,LS10 4UZ,72673544
Moor Allerton Library,Moor Allerton Centre,Moor Allerton,West Yorkshire,Leeds,LS17 5NY,72505260
Morley Library,Commercial Street,Morley,West Yorkshire,Leeds,LS27 8HZ,72365817
Oakwood Library,1 Oakwood Lane,Oakwood,West Yorkshire,Leeds,LS8 2PZ,72148286
Otley Library,Nelson Street,Otley,West Yorkshire,Leeds,LS21 1EZ,72574202
Pudsey Library,Church Lane,Pudsey,West Yorkshire,Leeds,LS28 7TY,72280982
Rothwell Library,Marsh Street,Rothwell,West Yorkshire,Leeds,LS26 0AE,72565423
Scholes Library,3 Station Road,Scholes,West Yorkshire,Leeds,LS15 4BJ,72321606
Seacroft Library,"Seacroft Community Hub, Deacon House",Seacroft,West Yorkshire,Leeds,,72786442
Wetherby Library,17 Westgate,Wetherby,West Yorkshire,Leeds,LS22 6LL,72555300
Whinmoor Library,Naburn Approach,Whinmoor,West Yorkshire,Leeds,LS14 2DF,72551278
Yeadon Library,Town Hall Square,Yeadon,West Yorkshire,Leeds,LS19 7PP,72297673
Hinckley,Lancaster Road,Hinckley,Leicestershire,Leicestershire,LE10 0AT,100032036903
Loughborough,Granby Street,Loughborough,Leicestershire,Leicestershire,LE11 3DU,10008152333
Shepshed,Hall Croft,Shepshed,Leicestershire,Leicestershire,LE12 9AN,600002529402
Melton Mowbray,Wilton Road,Melton Mowbray,Leicestershire,Leicestershire,LE13 0UJ,300096129837
Market Harborough,"The Symington Building, Adam& Eve Street",Market Harborough,Leicestershire,Leicestershire,LE16 7LT,300096143538
Lutterworth,George Street,Lutterworth,Leicestershire,Leicestershire,LE17 4ED,200003737244
Wigston,Bull Head Street,Wigston Magna,Leicestershire,Leicestershire,LE18 1PA,300096151371
Oadby,10 The Parade,Oadby,Leicestershire,Leicestershire,LE2 5BF,300096165447
Glenfield,Sandown Court,Glenfield,Leicestershire,Leicestershire,LE3 8BT,100032060527
Birstall,Wanlip Lane,Birstall,Leicestershire,Leicestershire,LE4 4JU,300096185028
Ashby-De-La-Zouch,North Street,Ashby-de-la-Zouch,Leicestershire,Leicestershire,LE65 1HU,600010510509
Coalville,High Street,Coalville,Leicestershire,Leicestershire,LE67 3EA,200003509886
Syston,Upper Church Street,Syston,Leicestershire,Leicestershire,LE7 1HR,300096208431
Blaby,Lutterworth Road,Blaby,Leicestershire,Leicestershire,LE8 4DW,300096694221
Broughton Astley,Main Street,Broughton Astley,Leicestershire,Leicestershire,LE9 6RD,300096222180
Earl Shilton,Wood Street,Earl Shilton,Leicestershire,Leicestershire,LE9 7NE,300096222873
Gainsborough Library,Cobden Street,Gainsborough ,Lincolnshire,Lincolnshire,DN21 2NG,10032029478
Woodhall Spa Library,2 Station Road,Woodhall Spa ,Lincolnshire,Lincolnshire,LN10 6QL,100032261159
Louth Library,Northgate,Louth,Lincolnshire,Lincolnshire,LN11 0LY,100032078029
Mablethorpe Library,Stanley Avenue,Mablethorpe,Lincolnshire,Lincolnshire,LN12 1DP,10002115597
Lincoln Central Library,Free School Lane,Lincoln,Lincolnshire,Lincolnshire,LN2 1EZ,235028224
Market Raisen Library,Mill Road,Market Rasen,Lincolnshire,Lincolnshire,LN8 3BP,100032091182
Horncastle Library,Wharf Road,Horncastle,Lincolnshire,Lincolnshire,LN9 5HL,10032092360
Grantham Library,Isaac Newton Centre,Grantham,Lincolnshire,Lincolnshire,NG31 6EE,10007251450
Sleaford Library,13-16 Market Place,Sleaford,Lincolnshire,Lincolnshire,NG34 7SR,10006501782
Bourne Library and CAP,3 Abbey Road,Bourne,Lincolnshire,Lincolnshire,PE10 9EF,10007272329
Spalding Library,Victoria Street,Spalding,Lincolnshire,Lincolnshire,PE11 1EA,100032158227
Long Sutton Library,Trafalgar Square,Long Sutton,Lincolnshire,Lincolnshire,PE12 9HD,100032162718
Boston Library,"County Hall, Fountain Lane",Boston,Lincolnshire,Lincolnshire,PE21 6DY,10008188971
Skegness Library,23 Roman Bank,Skegness,Lincolnshire,Lincolnshire,PE25 2SA,100032260649
Stamford Library,High Street,Stamford,Lincolnshire,Lincolnshire,PE9 2BB,100032175717
Pollards Hill Library,South Lodge Avenue,Mitcham,Surrey,Merton,CR4 1LT,48065103
Mitcham Library,157 London Road,Mitcham,Surrey,Merton,CR4 2YR,48083196
West Barnes Library,Station Road,New Malden,Surrey,Merton,KT3 6JF,48085263
Morden Library,"Merton Civic Centre, London Road",Morden,Surrey,Merton,SM4 5DX,48083350
Colliers Wood Library,High Street,Colliers Wood,Surrey,Merton,SW19 2HR,48121555
Wimbledon Library,35 Wimbledon Hill Road,Wimbledon,Surrey,Merton,SW19 7NB,48074467
Raynes Park Library,Approach Road,Raynes Park,Surrey,Merton,SW20 8BA,48002013
Central Middlesbrough Library,Victoria Square,Middlesbrough,North Yorkshire,Middlesbrough,TS1 2AY,M0086
North Ormesby Community Hub Library,"Derwent Street, North Ormesby",Middlesbrough,North Yorkshire,Middlesbrough,TS3 6JB,M0111
Neptune Centre Library,"Neptune Centre, Ormesby Road",Middlesbrough,North Yorkshire,Middlesbrough,TS3 7RP,M0170
Thorntree Community Hub Library,"Birkhall Road, Thorntree",Middlesbrough,North Yorkshire,Middlesbrough,TS3 9JW,M0143
